DateTime,Pressure,Speed#1(0.2m),Dir#1(0.2m),Speed#2(0.3m),Dir#2(0.3m),Speed#3(0.4m),Dir#3(0.4m),Speed#4(0.5m),Dir#4(0.5m),Speed#5(0.6m),Dir#5(0.6m),SSC_25cm,SSC_50cm
2014/9/26 13:54,3.113,0.032,228.81,0.082,183.49,0.105,172.87,0.139,63.99,0.04,33.69,0.17,0.11
2014/9/26 13:56,3.111,0.124,118.43,0.109,140.19,0.221,147.39,0.255,90,0.23,344.09,0.17,0.11
2014/9/26 13:58,3.098,0.095,169.64,0.09,292.86,0.123,278.85,0.129,172.43,0.071,295.11,0.17,0.11
2014/9/26 14:00,3.093,0.034,283.63,0.153,69.79,0.24,199.19,0.045,218.66,0.122,191.86,0.17,0.11
2014/9/26 14:02,3.094,0.142,110.98,0.206,147.46,0.197,182.62,0.156,202.62,0.118,96.34,0.17,0.11
2014/9/26 14:04,3.094,0.138,10.42,0.034,95.04,0.171,219.08,0.125,105.82,0.151,68.69,0.22,0.12
2014/9/26 14:06,3.085,0.23,16.39,0.283,75.67,0.131,120.29,0.115,114.11,0.066,21.48,0.22,0.12
2014/9/26 14:08,3.076,0.072,61.65,0.142,81.07,0.04,301.7,0.176,219.47,0.143,127.03,0.17,0.11
2014/9/26 14:10,3.06,0.154,27.06,0.133,91.29,0.309,22.25,0.159,325.51,0.209,82.3,0.22,0.13
2014/9/26 14:12,3.053,0.097,340.82,0.057,173,0.187,61.51,0.144,262.43,0.254,46.44,0.22,0.12
2014/9/26 14:14,3.044,0.09,108.03,0.051,232.91,0.039,66.04,0.196,28,0.25,78.47,0.22,0.13
2014/9/26 14:16,3.024,0.245,161.42,0.167,317.43,0.128,242.64,0.154,151.27,0.076,214.32,0.17,0.11
2014/9/26 14:18,3.012,0.309,109.67,0.119,49.09,0.263,68.81,0.183,22.21,0.255,65.44,0.17,0.11
2014/9/26 14:20,2.992,0.157,27.22,0.102,58.65,0.244,68.37,0.116,76.56,0.086,38.87,0.22,0.11
2014/9/26 14:22,2.981,0.164,113.29,0.203,143.02,0.121,30.15,0.043,210.74,0.188,105.74,0.17,0.11
2014/9/26 14:24,2.964,0.15,109.53,0.138,101.31,0.246,81.8,0.243,60.9,0.231,49.75,0.17,0.11
2014/9/26 14:26,2.952,0.094,76.41,0.081,104.38,0.102,39.01,0.075,198.68,0.14,3.27,0.17,0.11
2014/9/26 14:28,2.936,0.155,119.7,0.05,353.16,0.284,39.13,0.075,76.15,0.064,116.97,0.17,0.11
2014/9/26 14:30,2.913,0.072,90,0.047,233.62,0.075,35.18,0.046,109.23,0.157,101.02,0.17,0.11
2014/9/26 14:32,2.901,0.092,199.61,0.071,141.84,0.111,24.49,0.065,10.62,0.164,111.87,0.17,0.11
2014/9/26 14:34,2.885,0.236,99.02,0.242,64.28,0.146,103.08,0.068,174.96,0.179,38.41,0.17,0.11
2014/9/26 14:36,2.867,0.113,138.96,0.176,129.93,0.23,138.53,0.138,156.04,0.203,158.36,0.17,0.11
2014/9/26 14:38,2.844,0.113,6.62,0.067,264.88,0.22,76.09,0.222,107.05,0.254,110.29,0.17,0.11
2014/9/26 14:40,2.829,0.131,188.81,0.076,124.32,0.162,81.12,0.006,0,0.223,130.99,0.12,0.11
2014/9/26 14:42,2.795,0.135,117.32,0.049,314.17,0.206,71.04,0.041,165.96,0.021,226.97,0.12,0.11
2014/9/26 14:44,2.772,0.032,251.57,0.119,185.33,0.184,14.19,0.141,91.22,0.131,129.41,0.17,0.11
2014/9/26 14:46,2.753,0.102,193.08,0.29,126.43,0.199,94.91,0.121,229.71,0.117,53.33,0.22,0.11
2014/9/26 14:48,2.732,0.148,291.37,0.146,129.7,0.075,0,0.172,93,0.197,136.65,0.22,0.11
2014/9/26 14:50,2.705,0.154,46.85,0.127,64.24,0.084,55.18,0.129,58.65,0.103,96.16,0.26,0.12
2014/9/26 14:52,2.67,0.128,8.51,0.058,337.83,0.13,82.49,0.208,236.39,0.047,45,0.22,0.12
2014/9/26 14:54,2.656,0.213,94.05,0.254,102.94,0.105,38.07,0.227,134.11,0.098,108.43,0.26,0.14
2014/9/26 14:56,2.627,0.097,94.71,0.09,56.31,0.163,93.51,0.07,79.33,0.172,18.65,0.26,0.14
2014/9/26 14:58,2.608,0.203,5.37,0.043,174.69,0.206,83.32,0.166,76.05,0.07,122.78,0.17,0.11
2014/9/26 15:00,2.59,0.089,273.22,0.092,50.75,0.284,78.02,0.175,79.46,0.179,54.98,0.17,0.11
2014/9/26 15:02,2.555,0.162,34.18,0.109,170.54,0.35,93.61,0.097,114.98,0.056,156.67,0.22,0.14
2014/9/26 15:04,2.537,0.055,321.67,0.2,80.21,0.075,61.39,0.088,141.44,0.061,151.76,0.22,0.12
2014/9/26 15:06,2.517,0.136,331.36,0.082,143.41,0.049,121.76,0.212,43.09,0.256,84.85,0.22,0.14
2014/9/26 15:08,2.49,0.197,339.55,0.03,197.24,0.199,70.66,0.006,71.57,0.156,58.66,0.17,0.12
2014/9/26 15:10,2.462,0.183,104.87,0.174,147.68,0.29,59.1,0.313,71.97,0.358,105.24,0.17,0.11
2014/9/26 15:12,2.443,0.13,107.88,0.303,43.66,0.083,19.75,0.343,56.31,0.039,13.32,0.17,0.12
2014/9/26 15:14,2.432,0.12,71.11,0.076,128.07,0.144,76.74,0.145,131.93,0.019,141.34,0.17,0.11
2014/9/26 15:16,2.402,0.197,130.89,0.152,32.12,0.079,125.71,0.126,157.69,0.17,123.5,0.17,0.11
2014/9/26 15:18,2.375,0.058,116.57,0.186,52.64,0.159,61.02,0.139,28.77,0.144,120.83,0.17,0.12
2014/9/26 15:20,2.346,0.078,104.93,0.292,67.47,0.105,93.27,0.138,120.11,0.172,40.53,0.26,0.12
2014/9/26 15:22,2.342,0.1,96.34,0.156,45.52,0.261,71.7,0.342,79.74,0.26,44.69,0.22,0.12
2014/9/26 15:24,2.311,0.095,261.53,0.124,127.15,0.405,119.6,0.136,59.47,0.154,72.98,0.27,0.14
2014/9/26 15:26,2.291,0.173,56.77,0.191,83.69,0.125,59.74,0.125,125.22,0.111,76.97,0.26,0.16
2014/9/26 15:28,2.275,0.308,78.95,0.218,96.05,0.182,24.73,0.207,70.87,0.276,106.2,0.26,0.14
2014/9/26 15:30,2.247,0.057,36.47,0.178,94.52,0.083,54.78,0.35,92.13,0.107,93.21,0.22,0.15
2014/9/26 15:32,2.229,0.182,141.93,0.209,38.02,0.241,178.81,0.028,198.43,0.124,99.77,0.22,0.15
2014/9/26 15:34,2.213,0.209,164.17,0.128,57.8,0.053,110.81,0.145,34.57,0.193,101.08,0.22,0.14
2014/9/26 15:36,2.196,0.252,74.59,0.283,91.21,0.223,78.64,0.143,42.17,0.2,3.72,0.22,0.12
2014/9/26 15:38,2.179,0.133,84.81,0.249,104.65,0.177,39.72,0.157,81.2,0.126,124.32,0.17,0.13
2014/9/26 15:40,2.164,0.078,54.89,0.213,47.09,0.098,54.53,0.305,60.33,0.153,77.96,0.22,0.13
2014/9/26 15:42,2.145,0.228,81.94,0.068,66.47,0.2,129.51,0.142,87.98,0.231,96.45,0.17,0.12
2014/9/26 15:44,2.125,0.113,182.03,0.257,151.44,0.106,111.5,0.182,90.63,0.154,82.18,0.22,0.13
2014/9/26 15:46,2.107,0.134,141.07,0.093,154.54,0.255,34.94,0.216,41.81,0.267,98.62,0.22,0.15
2014/9/26 15:48,2.097,0.19,138.84,0.171,111.3,0.223,99.55,0.202,84.32,0.18,101.19,0.26,0.16
2014/9/26 15:50,2.075,0.057,101.11,0.207,124.38,0.097,52.54,0.13,54.72,0.188,65.2,0.22,0.13
2014/9/26 15:52,2.051,0.21,20.33,0.217,61.31,0.371,59.78,0.156,95.16,0.195,100.62,0.17,0.13
2014/9/26 15:54,2.042,0.091,206,0.112,27.71,0.183,130.57,0.173,83.7,0.018,337.62,0.17,0.13
2014/9/26 15:56,2.011,0.101,53.47,0.06,55.24,0.189,59.09,0.185,104.41,0.091,136.33,0.17,0.12
2014/9/26 15:58,2.003,0.108,101.73,0.192,136.06,0.041,108.43,0.08,63.43,0.273,79.23,0.22,0.13
2014/9/26 16:00,1.987,0.247,124.46,0.181,162.27,0.203,63.31,0.038,246.8,0.148,144.06,0.22,0.13
2014/9/26 16:02,1.964,0.027,118.44,0.249,65.29,0.232,74.53,0.384,64.37,0.311,78.87,0.22,0.14
2014/9/26 16:04,1.946,0.168,59.92,0.238,79.11,0.203,30.24,0.216,107.76,0.251,95.26,0.22,0.13
2014/9/26 16:06,1.919,0.058,157.83,0.341,87.31,0.086,69.68,0.17,112.05,0.12,123.82,0.26,0.13
2014/9/26 16:08,1.902,0.109,99.46,0.237,91.69,0.118,29.38,0.271,117.51,0.043,80.54,0.3,0.2
2014/9/26 16:10,1.89,0.178,132.95,0.098,81.79,0.18,87.14,0.093,165.07,0.238,84.94,0.38,0.15
2014/9/26 16:12,1.878,0.034,42.61,0.121,58.14,0.123,96.08,0.168,128.23,0.255,83.93,0.3,0.21
2014/9/26 16:14,1.86,0.043,123.69,0.079,43.45,0.067,101.14,0.184,96.24,0.299,102.36,0.3,0.21
2014/9/26 16:16,1.84,0.087,221.74,0.107,40.08,0.215,124.58,0.133,84.81,0.242,30.6,0.3,0.18
2014/9/26 16:18,1.814,0.369,36.84,0.166,34.46,0.131,99.68,0.277,85.44,0.304,71.57,0.3,0.17
2014/9/26 16:20,1.81,0.061,124.99,0.238,133.81,0.224,65.15,0.228,92.76,0.181,71.26,0.26,0.18
2014/9/26 16:22,1.788,0.093,56.82,0.324,66.13,0.2,100.36,0.107,95.34,0.164,116.41,0.26,0.17
2014/9/26 16:24,1.77,0.043,234.46,0.217,72.82,0.11,96.8,0.144,51.78,0.117,77.63,0.22,0.14
2014/9/26 16:26,1.755,0.125,67.94,0.183,111.8,0.292,125.65,0.026,81.25,0.26,104.04,0.22,0.15
2014/9/26 16:28,1.732,0.094,217.23,0.06,124.76,0.084,129.19,0.058,23.46,0.193,106.56,0.17,0.14
2014/9/26 16:30,1.712,0.057,81.87,0.155,25.57,0.096,105.78,0.103,331.7,0.211,146.61,0.22,0.14
2014/9/26 16:32,1.697,0.221,119.58,0.135,43.5,0.215,62.24,0.08,71.11,0.319,123.74,0.22,0.14
2014/9/26 16:34,1.688,0.243,46.5,0.215,107.85,0.197,109.54,0.067,50.41,0.286,64.96,0.22,0.15
2014/9/26 16:36,1.664,0.128,90.9,0.075,273.05,0.161,17.31,0.067,5.96,0.097,155.02,0.22,0.15
2014/9/26 16:38,1.65,0.113,207.92,0.193,182.97,0.262,60.99,0.117,76.2,0.13,143.75,0.22,0.14
2014/9/26 16:40,1.629,0.075,309.02,0.13,81.62,0.183,86.25,0.268,96.86,0.135,127.8,0.22,0.13
2014/9/26 16:42,1.608,0.159,107.18,0.156,69.7,0.158,115.1,0.281,110.44,0.227,134.46,0.22,0.14
2014/9/26 16:44,1.598,0.076,87.74,0.088,88.05,0.231,90.74,0.254,58.19,0.184,68.31,0.22,0.16
2014/9/26 16:46,1.582,0.2,65.48,0.192,122.04,0.328,94.72,0.096,77.41,0.144,133.03,0.22,0.15
2014/9/26 16:48,1.563,0.204,347.81,0.27,73.18,0.139,102.44,0.268,57.5,0.129,57.05,0.22,0.15
2014/9/26 16:50,1.546,0.108,198.43,0.235,69.87,0.213,73.35,0.241,76.54,0.114,32.43,0.17,0.13
2014/9/26 16:52,1.513,0.037,85.36,0.223,55.6,0.236,83.93,0.189,66.68,0.35,79.46,0.17,0.12
2014/9/26 16:54,1.509,0.184,85.31,0.298,114.76,0.211,84.29,0.041,101.31,0.381,134.47,0.17,0.12
2014/9/26 16:56,1.49,0.067,35.84,0.239,47.03,0.305,50.99,0.104,76.63,0.069,90,0.17,0.12
2014/9/26 16:58,1.471,0.205,67.32,0.186,118.64,0.2,141.7,0.177,60.98,0.214,111.65,0.17,0.12
2014/9/26 17:00,1.446,0.111,8.79,0.132,81.75,0.103,23.34,0.129,89.11,0.125,24.52,0.17,0.12
2014/9/26 17:02,1.433,0.288,94.58,0.244,52.99,0.157,42.94,0.07,75.17,0.187,105.82,0.22,0.13
2014/9/26 17:04,1.419,0.039,127.75,0.141,42.99,0.021,37.41,0.019,195.52,0.049,345.96,0.17,0.12
2014/9/26 17:06,1.391,0.121,132.66,0.169,124.63,0.147,63.78,0.209,11.85,0.11,85.32,0.22,0.13
2014/9/26 17:08,1.38,0.125,85.43,0.189,95.47,0.113,36.36,0.395,82.59,0.31,81.09,0.17,0.12
2014/9/26 17:10,1.354,0.065,172.98,0.155,39.76,0.184,111.4,0.021,109.29,0.247,64.58,0.17,
2014/9/26 17:12,1.339,0.137,60.26,0.264,117.73,0.065,8.88,0.205,127.65,0.348,24.43,0.17,
2014/9/26 17:14,1.328,0.147,121.63,0.121,50.01,0.151,175.83,0.072,72.32,0.252,79,0.17,
2014/9/26 17:16,1.303,0.072,124.8,0.084,143.67,0.066,218.25,0.07,100.67,0.221,96.23,0.17,
2014/9/26 17:18,1.278,0.238,69.81,0.154,84.03,0.164,53.69,0.255,142.82,0.173,110.63,0.17,
2014/9/26 17:20,1.254,0.064,358.21,0.169,356.28,0.107,135.75,0.135,62.1,0.298,94.43,0.17,
2014/9/26 17:22,1.238,0.195,144.19,0.116,138.49,0.13,169.81,0.099,45.82,0.221,128.01,0.22,
2014/9/26 17:24,1.22,0.246,73.7,0.233,54.61,0.032,145.3,0.133,79.62,0.065,291.8,0.17,
2014/9/26 17:26,1.201,0.119,39.56,0.223,86.92,0.202,81.19,0.161,140.56,0.135,130.19,0.17,
2014/9/26 17:28,1.186,0.145,45.28,0.112,55.89,0.249,80.54,0.322,61.6,0.298,68.95,0.17,
2014/9/26 17:30,1.154,0.121,92.37,0.211,62.95,0.061,28.24,0.27,36.28,0.139,77.96,0.17,
2014/9/26 17:32,1.139,0.188,43.28,0.314,116.65,0.302,47.82,0.177,112.94,0.102,82.11,0.22,
2014/9/26 17:34,1.117,0.104,50.48,0.26,87.8,0.048,94.76,0.184,81.87,0.045,160.35,0.17,
2014/9/26 17:36,1.105,0.106,171.87,0.064,131.19,0.273,93.79,0.183,83.11,0.147,64.65,,
2014/9/26 17:38,1.083,0.246,67.51,0.215,67.26,0.183,105.86,0.088,123.87,0.176,64.02,,
2014/9/26 17:40,1.063,0.14,78.85,0.257,92.23,0.238,108.36,0.192,93.58,0.203,99.37,,
2014/9/26 17:42,1.046,0.152,199.63,0.154,88.14,0.044,159.9,0.083,45.49,0.177,69.52,,
2014/9/26 17:44,1.025,0.075,136.08,0.197,94.96,0.091,115.44,0.113,138.58,0.257,104.41,,
2014/9/26 17:46,1.004,0.043,203.55,0.055,247.62,0.183,63.01,0.288,75.72,0.192,127.17,,
2014/9/26 17:48,0.996,0.202,127.78,0.239,86.89,0.104,64.92,0.041,342.9,0.126,114.93,,
2014/9/26 17:50,0.972,0.104,160.35,0.013,71.57,0.134,135,0.105,74.51,0.056,90,,
2014/9/26 17:52,0.957,0.073,123.25,0.151,103.02,0.135,8.97,0.189,72.72,0.139,105.44,,
2014/9/26 17:54,0.94,0.142,36.15,0.065,72.12,0.109,157.91,0.099,151.62,0.323,68.76,,
2014/9/26 17:56,0.934,0.062,264.47,0.059,113.96,0.064,356.42,0.045,29.43,0.226,82.12,,
2014/9/26 17:58,0.909,0.045,353.66,0.225,94.59,0.153,50.58,0.153,17.49,0.121,71.27,,
2014/9/26 18:00,0.893,0.071,170.27,0.105,145.86,0.081,334.38,0.073,352.87,0.218,100.85,,
2014/9/26 18:02,0.879,0.09,60.88,0.081,137.49,0.276,142.05,0.073,127.81,0.113,120.44,,
2014/9/26 18:04,0.858,0.161,138.28,0.007,333.43,0.264,97.18,0.156,94.4,0.077,327.13,,
2014/9/26 18:06,0.844,0.118,86.12,0.034,28.07,0.181,45.9,0.178,99.36,0.179,88.72,,
2014/9/26 18:08,0.832,0.167,26.26,0.157,39.57,0.243,68.51,0.191,70.14,0.229,84.24,,
2014/9/26 18:10,0.818,0.115,4.97,0.124,127.79,0.116,86.05,0.193,159.69,0.232,93.21,,
2014/9/26 18:12,0.803,0.04,165.62,0.117,120.71,0.043,182.66,0.258,79.73,0.107,54.09,,
2014/9/26 18:14,0.793,0.131,319.02,0.106,122.64,0.035,81.87,0.085,334.04,0.101,40.97,,
2014/9/26 18:16,0.783,0.027,23.75,0.085,292.93,0.061,201.97,0.121,321.04,0.185,52.45,,
2014/9/26 18:18,0.774,0.092,88.75,0.187,108.73,0.097,158.2,0.178,90.32,0.089,61.13,,
2014/9/26 18:20,0.763,0.101,357.17,0.214,122.57,0.164,0,0.102,46.59,0.079,95.06,,
2014/9/26 18:22,0.747,0.038,257.8,0.144,129.35,0.1,351.95,0.169,31.43,0.114,112.74,,
2014/9/26 18:24,0.738,0.115,164.88,0.03,150.02,0.037,67.62,0.138,108.57,0.164,13.36,,
2014/9/26 18:26,0.725,0.141,75.67,0.117,229.5,0.266,139.12,0.135,0,0.136,151.36,,
2014/9/26 18:28,0.722,0.141,131.26,0.184,59.68,0.051,13.5,0.083,39.63,0.042,78.96,,
2014/9/26 18:30,0.712,0.203,32.75,0.229,65.45,0.169,55.84,0.068,75.56,0.229,94.01,,
2014/9/26 18:32,0.697,0.068,82.35,0.154,3.72,0.25,107.49,0.222,56.02,0.237,26.89,,
2014/9/26 18:34,0.686,0.239,87.6,0.224,94.61,0.13,166.61,0.093,165.07,0.027,238.67,,
2014/9/26 18:36,0.679,0.121,9,0.239,152.36,0.198,59.93,0.051,149.42,0.042,162,,
2014/9/26 18:38,0.672,0.107,78.17,0.307,96.92,0.231,108.67,0.138,44.71,0.156,31.34,,
2014/9/26 18:40,0.663,0.103,106.86,0.145,0.4,0.225,358.47,0.159,85.68,0.169,38.5,,
2014/9/26 18:42,0.648,0.088,103.09,0.129,45,0.161,81.42,0.13,285.22,0.222,47.74,,
2014/9/26 18:44,0.642,0.127,209.8,0.231,145.07,0.172,60.46,0.12,35.54,0.12,79.44,,
2014/9/26 18:46,0.64,0.138,54.46,0.026,351.25,0.204,46.39,0.311,86.68,0.189,51.86,,
2014/9/26 18:48,0.622,0.132,90,0.109,80.54,0.142,78.22,0.178,59.53,0.185,52.45,,
2014/9/26 18:50,0.611,0.166,34.17,0.175,98.55,0.121,52.37,0.12,104.96,0.217,71.98,,
2014/9/26 18:52,0.6,0.183,44.34,0.147,23.25,0.138,98.78,0.085,4.04,0.089,40.46,,
2014/9/26 18:54,0.591,0.158,357.46,0.101,319.4,0.078,119.84,0.096,63.43,0.091,179.37,,
2014/9/26 18:56,0.591,0.227,55.96,0.127,54.93,0.074,22.38,0.226,347.5,0.14,38.02,,
2014/9/26 18:58,0.569,0.178,295.7,0.101,316.2,0.234,56.85,0.181,79.81,0.1,163.74,,
2014/9/26 19:00,0.562,0.181,54.9,0.266,125.84,0.155,49.44,0.206,38.09,0.137,112.81,,
2014/9/26 19:02,0.557,0.208,13.04,0.055,62.05,0.097,91.18,0.152,10.2,0.059,107.82,,
2014/9/26 19:04,0.552,0.281,16.11,0.076,47.68,0.229,83.49,0.09,24.86,0.142,99.73,,
2014/9/26 19:06,0.535,0.212,39.46,0.105,36.87,0.281,47.74,0.154,38.95,0.402,90.86,,
2014/9/26 19:08,0.532,0.038,74.88,0.316,42.57,0.059,44.31,0.338,66.62,0.183,90.63,,
2014/9/26 19:10,0.517,0.319,72.3,0.135,63.05,0.031,22.48,0.228,103.18,0.184,105.47,,
2014/9/26 19:12,0.512,0.123,91.86,0.201,54.1,0.208,73.83,0.281,70.85,0.092,83.11,,
2014/9/26 19:14,0.501,0.161,59.28,0.142,58.21,0.105,90,0.212,81.03,0.234,356.82,,
2014/9/26 19:16,0.495,0.121,32.51,0.225,186.37,0.03,48.99,0.188,89.09,0.106,130.01,,
2014/9/26 19:18,0.481,0.263,37.13,0.084,317.91,0.128,40.26,0.223,48.45,0.147,89.22,,
2014/9/26 19:20,0.471,0.168,77.62,0.106,356.76,0.144,33.69,0.381,77.89,0.203,99.37,,
2014/9/26 19:22,0.46,0.338,55.37,0.18,0,0.203,62.43,0.175,116.13,0.03,336.8,,
2014/9/26 19:24,0.448,0.12,349.91,0.269,90.43,0.08,31.7,0.078,214.09,0.173,110.94,,
2014/9/26 19:26,0.441,0.106,52.7,0.216,72.74,0.155,115.57,0.264,24.82,0.119,194.62,,
2014/9/26 19:28,0.438,0.245,91.87,0.156,78.19,0.299,72.47,0.208,154.42,0.082,46.97,,
2014/9/26 19:30,0.421,0.089,109.65,0.153,120.58,0.171,351.59,0.163,56.99,0.118,105.21,,
2014/9/26 19:32,0.406,0.129,10.27,0.179,72.07,0.243,100.2,0.113,162.53,0.125,243.43,,
2014/9/26 19:34,0.397,0.229,82.97,0.237,4.6,0.158,56.61,0.272,79.19,0.132,136.85,,
2014/9/26 19:36,0.387,0.143,341.18,0.248,25.53,0.179,98.67,0.174,25.53,0.288,70.49,,
2014/9/26 19:38,0.388,0.184,79.36,0.152,92.64,0.042,54.78,0.12,49.4,0.188,12.26,,
2014/9/26 19:40,0.374,0.206,59.7,0.019,132.88,0.337,91.53,0.112,73.98,0.101,118.34,,
2014/9/26 19:42,0.363,0.271,20.78,0.222,57.31,0.163,59.34,0.154,29.24,0.109,350.54,,
2014/9/26 19:44,0.347,0.374,20.32,0.325,80.07,0.292,76.34,0.073,340.82,0.063,119.41,,
2014/9/26 19:46,0.331,0.244,29.4,0.246,58.44,0.019,248.75,0.127,119.19,0.284,26.57,,
2014/9/26 19:48,0.331,0.227,23.4,0.222,99.08,0.031,284.93,0.016,14.93,0.235,20.67,,
2014/9/26 19:50,0.328,0.264,39.3,0.381,63.03,0.155,78.84,0.018,119.36,0.178,133.18,,
2014/9/26 19:52,0.316,0.166,76.8,0.086,98.7,0.127,133.09,0.092,9.36,0.228,57.01,,
2014/9/26 19:54,0.301,0.075,85.43,0.21,71.65,0.071,265.17,0.156,64.92,0.237,161.03,,
2014/9/26 19:56,0.283,0.227,59.04,0.132,66.74,0.077,144.46,0.242,98.57,0.19,87.59,,
2014/9/26 19:58,0.278,0.05,42.58,0.275,45.44,0.097,34.51,0.045,6.34,0.02,296.57,,
2014/9/26 20:00,0.269,0.18,39.81,0.226,134.28,0.033,160.46,0.229,336.34,0.133,77.42,,
2014/9/26 20:02,0.25,0.07,316.74,0.056,195.52,0.179,150.57,0.089,197.01,0.102,190.76,,
2014/9/26 20:04,0.248,0.192,95.68,0.052,174.51,0.134,353.57,0.088,24.23,0.277,102.53,,
2014/9/26 20:06,0.241,0.141,351.87,0.033,257.66,0.102,186.22,0.282,188.56,0.126,132.43,,
2014/9/26 20:08,0.227,0.19,10.9,0.077,105.12,0.26,160.24,0.22,214.63,0.261,172.09,,
2014/9/26 20:10,0.213,0.138,315.29,0.205,41.84,0.059,280.74,0.083,81.67,0.23,182.49,,
2014/9/26 20:12,0.199,0.121,279.07,0.304,267.55,0.123,168.78,0.344,148.29,0.259,219.35,,
2014/9/26 20:14,0.199,0.07,231.34,0.131,180.44,0.183,117.69,0.132,174.33,0.163,163.23,,
2014/9/26 20:16,0.186,0.111,185.71,0.127,114.74,0.052,225.78,0.148,135.27,0.168,184.45,,
2014/9/26 20:18,0.184,0.096,227.12,0.243,213.43,0.087,13.24,0.057,215.07,0.342,170.4,,
2014/9/26 20:20,0.163,0.12,167.01,0.1,165,0.253,135.64,0.244,147.87,0.235,189.78,,
2014/9/26 20:22,0.155,0.071,37.03,0.157,217.23,0.084,202.31,0.122,138.99,0.387,150.59,,
2014/9/26 20:24,0.143,0.139,127.69,0.116,259.56,0.192,197.87,0.315,182.54,0.367,158.9,,
2014/9/26 20:26,0.152,0.041,223.03,0.106,230.75,0.158,154.08,0.131,145.58,0.454,190.54,,
2014/9/26 20:28,0.138,0.121,157.67,0.013,135,0.16,310.68,0.175,190.86,0.423,184.07,,
2014/9/26 20:30,0.128,0.178,105.68,0.052,254.36,0.254,153.54,0.32,183.04,0.391,205.78,,
2014/9/26 20:32,0.12,0.044,121.87,0.054,212.23,0.179,217.51,0.202,177.17,0.383,142.53,,
2014/9/26 20:34,0.103,0.085,208.07,0.571,56.14,0.27,339.82,0.155,270,0.115,284.04,,
2014/9/26 20:36,0.1,0.067,215.84,0.705,133.56,0.048,282.01,0.355,155.53,0.014,201.04,,
2014/9/26 20:38,0.094,0.189,70.22,0.378,109.78,0.157,309.57,0.349,9.06,0.217,304.28,,
2014/9/26 20:40,0.083,0.385,25.57,0.147,119.36,0.293,304.99,0.557,201.59,0.219,338.25,,
2014/9/26 20:42,0.083,0.75,148.2,0.216,208.82,0.387,93.26,0.4,131.46,0.242,266.69,,
2014/9/26 20:44,0.074,0.666,168.49,0.209,74.17,0.317,109.92,0.515,320.59,0.19,44.57,,
2014/9/26 20:46,0.068,0.29,249.81,0.637,329.33,0.121,310.65,0.32,280.82,0.457,44.29,,
2014/9/26 20:48,0.067,0.597,210.3,0.592,52.9,0.285,44.86,0.446,73.72,0.56,74.15,,
2014/9/26 20:50,0.067,0.381,198.82,0.147,192.15,0.346,15.6,0.271,293.73,0.238,285.61,,
2014/9/26 20:52,0.066,2.089,223.7,0.377,196.51,0.573,228.75,0.32,15.21,0.173,172.01,,
2014/9/26 20:54,0.065,0.892,203.81,0.011,41.19,0.214,151.52,0.372,331.92,0.21,193.77,,
2014/9/26 20:56,0.065,1.778,221.28,0.258,68.9,0.096,122.7,0.4,219.82,0.479,11.31,,
2014/9/26 20:58,0.064,0.273,258.61,0.254,164.71,0.086,208.35,0.566,70.51,0.538,5.98,,
2014/9/26 21:00,0.064,0.596,240.77,0.252,27.18,0.387,289.46,0.055,117.03,0.281,158.09,,
2014/9/26 21:02,0.064,0.746,67.11,0.327,332.26,0.409,359.16,0.103,263.29,0.064,340.71,,
2014/9/26 21:04,0.064,1.344,224.37,0.763,349.5,0.371,340.15,0.337,124.49,0.416,207.61,,
2014/9/26 21:06,0.064,0.791,249.8,0.537,100.41,0.332,164.62,0.357,347.56,0.055,51.67,,
2014/9/26 21:08,0.064,1.605,66.07,0.464,25.52,0.028,175.91,0.2,86.28,0.351,9.01,,
2014/9/26 21:10,0.064,1.025,217.15,0.577,318.44,0.247,255.68,0.439,9.03,0.405,149.57,,
2014/9/26 21:12,0.064,1.222,258.53,0.843,73.31,0.27,162.57,0.29,292.94,0.553,338.12,,
2014/9/26 21:14,0.063,0.23,180.25,0.178,202.1,0.483,10.5,0.288,12.25,0.217,260.71,,
2014/9/26 21:16,0.062,0.64,233.13,0.514,177.55,0.467,218.05,0.328,316.23,0.228,76.27,,
2014/9/26 21:18,0.063,1.211,231.24,0.313,157.62,0.32,187.55,0.128,68.03,0.059,351.18,,
2014/9/26 21:20,0.062,0.81,238.37,0.481,71.19,0.151,28.43,0.744,89.54,0.153,289.5,,
2014/9/26 21:22,0.063,0.203,352.35,0.631,37.34,0.321,17.19,0.166,42.06,0.1,186.91,,
2014/9/26 21:24,0.063,0.104,267.25,0.741,100.26,0.142,169.48,0.321,42.23,0.225,179.24,,
2014/9/26 21:26,0.062,0.189,164.35,0.736,136.71,0.269,309.26,0.073,131.11,0.481,142.01,,
2014/9/26 21:28,0.062,0.601,70.66,0.39,341.01,0.326,167.24,0.776,59.4,0.504,274.21,,
2014/9/26 21:30,0.063,0.983,61.43,0.292,136.25,0.245,143.13,0.285,33.69,0.157,250.99,,
2014/9/26 21:32,0.062,0.843,48.56,0.339,200.89,0.635,194.69,0.134,252.65,0.445,16.56,,
2014/9/26 21:34,0.062,0.555,91.55,0.329,154.84,0.301,281.12,0.178,90.64,0.619,45.13,,
2014/9/26 21:36,0.062,0.753,66.02,0.312,192.03,0.298,7.72,0.106,279.82,0.466,89.75,,
2014/9/26 21:38,0.062,0.883,97.55,0.031,163.3,0.242,43.66,0.747,310.06,0.288,206.21,,
